start,end,today,activity,chef_code,a7,a7b,chef_on_time,chef_late_min,chef_know1,chef_know2,chef_know3,chef_know4,chef_duty1,chef_duty2,chef_duty3,chef_duty4,chef_duty5,chef_duty6,chef_duty7,chef_duty8,chef_obed,chef_client,chef_obed2,coll_act_prior_vote,coll_act_prior_1,coll_act_prior_rel_1,coll_act_prior_2,coll_act_prior_rel_2,coll_act_prior_3,coll_act_prior_rel_3,coll_act_prior_4,coll_act_prior_rel_4,coll_act_prior_5,coll_act_prior_rel_5,coll_act_prior_6,coll_act_prior_rel_6,coll_act_prior_7,coll_act_prior_rel_7,coll_act_prior_8,coll_act_prior_rel_8,key,person1_need,person2_need,person3_need,person4_need,person5_need,person6_need,person7_need,person8_need,person9_need,person10_know,person10_showname,person10_realname,person10_job,person10_edu,person10_need,person11_need,person12_need,person13_need,person14_need,person15_need,coll_act_prior,coll_act_prior_rel,person1_know,person1_showname,person1_realname,person1_job,person1_edu,person2_know,person2_showname,person2_realname,person2_job,person2_edu,person3_know,person3_showname,person3_realname,person3_job,person3_edu,person4_know,person4_showname,person4_realname,person4_job,person4_edu,person5_know,person5_showname,person5_realname,person5_job,person5_edu,person6_know,person6_showname,person6_realname,person6_job,person6_edu,person7_know,person7_showname,person7_realname,person7_job,person7_edu,person8_know,person8_showname,person8_realname,person8_job,person8_edu,person9_know,person9_showname,person9_realname,person9_job,person9_edu,person11_know,person11_showname,person11_realname,person11_job,person11_edu,person12_know,person12_showname,person12_realname,person12_job,person12_edu,person13_know,person13_showname,person13_realname,person13_job,person13_edu,person14_know,person14_showname,person14_realname,person14_job,person14_edu,person15_know,person15_showname,person15_realname,person15_job,person15_edu
2019-08-05 07:58:13,2019-08-05 08:41:20,2019-08-05,4,21989,213,213,1,,5,5,7,8,2,1,2,1,2,2,1,1,3.0,2.0,-2,3,,,,,,,,,,,,,,,,,uuid:193a2b8d-7e74-4e75-83b4-e4950e628d62/G4-R2[1],2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,,,,,3.0,2.0,,,,,,1,,0.0,4.0,,1,,1.0,4.0,,1,,1.0,0.0,0.0,1,,0.0,5.0,,1,,0.0,,,1.0,,0.0,0.0,3.0,1.0,,1.0,0.0,2.0,1.0,,1.0,4.0,3.0,1.0,,0.0,9.0,3.0,1.0,,0.0,,,1.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,
2019-10-14 09:07:52,2019-10-14 09:32:25,2019-10-14,4,21432,214,214,1,,2,5,7,6,1,1,1,1,1,1,1,1,4.0,4.0,0,4,,,,,,,,,,,,,,,,,uuid:3a984d23-9538-4659-b66f-1113adec9a1e/R2[1],3.0,3.0,1.0,3.0,2.0,,2.0,2.0,,1.0,,0.0,6.0,3.0,2.0,2.0,,,,,,,1,,1.0,17.0,3.0,1,,0.0,9.0,3.0,1,,1.0,0.0,,1,,1.0,0.0,3.0,1,,0.0,11.0,3.0,0.0,1.0,,,,1.0,,0.0,4.0,3.0,1.0,,0.0,7.0,2.0,0.0,1.0,,,,1.0,,1.0,7.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-08-26 05:29:32,2019-08-26 06:01:47,2019-08-26,4,21595,215,215,1,,3,4,6,8,2,1,2,1,2,2,1,1,2.0,2.0,2,4,,,,,,,,,,,,,,,,,uuid:d8507b1e-aca8-40a9-9333-ac821e3b6710/R2[1],3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,,1.0,0.0,3.0,2.0,4.0,3.0,,,,,,1,,0.0,18.0,3.0,1,,1.0,17.0,3.0,1,,0.0,4.0,2.0,1,,0.0,4.0,3.0,1,,0.0,4.0,2.0,1.0,,1.0,4.0,3.0,1.0,,0.0,0.0,2.0,1.0,,0.0,17.0,3.0,1.0,,0.0,17.0,3.0,1.0,,1.0,,4.0,1.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,
2019-09-16 07:41:55,2019-09-16 08:06:02,2019-09-16,4,2164,216,216,1,,6,9,8,6,0,1,3,0,0,0,1,1,4.0,4.0,0,4,,,,,,,,,,,,,,,,,uuid:95b78909-3d06-4bf8-aecd-f147b6327b9c/R2[1],2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,,23.0,3.0,3.0,2.0,3.0,,,,,,1,,1.0,0.0,3.0,1,,0.0,0.0,4.0,1,,1.0,17.0,3.0,1,,1.0,24.0,2.0,0,0.0,,25.0,2.0,1.0,,1.0,25.0,2.0,1.0,,0.0,9.0,4.0,1.0,,0.0,4.0,2.0,1.0,,0.0,4.0,2.0,1.0,,1.0,0.0,2.0,1.0,,0.0,4.0,2.0,,,,,,,,,,,,,,,
2019-10-14 09:33:42,2019-10-14 09:53:37,2019-10-14,4,21785,217,217,1,,5,5,6,7,1,0,2,3,3,3,0,0,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:dfac0abb-40fd-4571-90e9-865e7c6d3419/R2[1],3.0,1.0,3.0,3.0,,3.0,1.0,3.0,1.0,1.0,,1.0,14.0,3.0,3.0,2.0,2.0,,,,,,1,,1.0,23.0,2.0,1,,1.0,0.0,3.0,1,,0.0,14.0,3.0,1,,1.0,17.0,3.0,0,1.0,,,,1.0,,1.0,23.0,3.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,4.0,1.0,,1.0,23.0,2.0,1.0,,0.0,0.0,3.0,1.0,,0.0,0.0,3.0,,,,,,,,,,,,,,,
2019-09-30 08:39:14,2019-09-30 08:55:58,2019-09-30,4,22289,218,218,1,,6,7,8,8,0,0,0,0,3,3,0,0,,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:e0409ffa-2763-45fb-9496-13bef13a4208/R2[1],,,,2.0,,,,,,0.0,1.0,,,,,3.0,,,,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,0.0,,0.0,,0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,0.0,,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-08-05 07:58:13,2019-08-05 08:41:20,2019-08-05,4,21989,219,219,1,,5,5,7,8,2,1,2,1,2,2,1,1,3.0,2.0,-2,3,,,,,,,,,,,,,,,,,uuid:193a2b8d-7e74-4e75-83b4-e4950e628d62/G4-R2[2],,2.0,3.0,4.0,2.0,2.0,,3.0,4.0,0.0,1.0,,,,,2.0,2.0,3.0,,,,,0,1.0,,,,1,,0.0,0.0,,1,,1.0,18.0,,1,,1.0,23.0,,1,,0.0,,3.0,1.0,,0.0,4.0,2.0,0.0,1.0,,,,1.0,,1.0,17.0,3.0,1.0,,0.0,4.0,4.0,1.0,,0.0,4.0,2.0,1.0,,1.0,0.0,2.0,1.0,,0.0,23.0,2.0,,,,,,,,,,
2019-08-19 06:06:55,2019-08-19 06:20:24,2019-08-19,4,22088,220,220,1,,3,5,3,9,1,2,2,1,2,2,1,1,3.0,3.0,-2,4,,,,,,,,,,,,,,,,,uuid:cef20613-56c2-4387-989b-9b91e5bfb611/R2[1],,1.0,2.0,,,3.0,2.0,2.0,,0.0,1.0,,,,,2.0,3.0,,,,,,0,1.0,,,,1,,1.0,0.0,,1,,0.0,0.0,3.0,0,1.0,,,,0,1.0,,,,1.0,,1.0,27.0,4.0,1.0,,0.0,4.0,2.0,1.0,,1.0,0.0,2.0,0.0,1.0,,,,1.0,,1.0,4.0,3.0,1.0,,1.0,27.0,4.0,,,,,,,,,,,,,,,
2019-09-09 09:20:55,2019-09-09 10:02:43,2019-09-09,4,24187,221,221,2,,6,4,5,8,0,0,2,0,3,2,0,0,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:14cd33e6-8887-4f40-a6e6-0fa688928055/R2[2],1.0,2.0,4.0,,2.0,3.0,2.0,5.0,2.0,0.0,1.0,,,,,4.0,3.0,,,,,,1,,0.0,0.0,,1,,0.0,0.0,,1,,0.0,0.0,3.0,0,1.0,,,,1,,0.0,,,1.0,,0.0,17.0,3.0,1.0,,0.0,0.0,,1.0,,1.0,2.0,4.0,1.0,,0.0,,,1.0,,1.0,9.0,3.0,1.0,,0.0,0.0,2.0,,,,,,,,,,,,,,,
2019-08-19 06:20:57,2019-08-19 06:43:53,2019-08-19,4,21845,222,222,1,,4,3,6,9,2,2,2,1,2,2,1,1,2.0,3.0,-2,4,,,,,,,,,,,,,,,,,uuid:2df15d21-d1a1-4640-92d4-1bc6c27df059/R2[1],2.0,2.0,,3.0,3.0,1.0,3.0,2.0,3.0,1.0,,1.0,17.0,4.0,4.0,2.0,3.0,,,,,,1,,0.0,27.0,4.0,1,,1.0,0.0,3.0,0,1.0,,,,1,,0.0,7.0,4.0,1,,0.0,0.0,3.0,1.0,,0.0,0.0,,1.0,,0.0,4.0,3.0,1.0,,1.0,0.0,3.0,1.0,,1.0,17.0,3.0,1.0,,1.0,4.0,0.0,1.0,,1.0,12.0,3.0,,,,,,,,,,,,,,,
2019-07-17 08:51:12,2019-07-17 09:06:01,2019-07-17,4,22387,223,223,1,,2,7,2,8,1,1,1,1,3,3,3,3,4.0,4.0,-2,0,,,,,,,,,,,,,,,,,uuid:64a8e243-a389-47ff-8735-42557fafef17/G4-R2[1],2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,3.0,1.0,2.0,1.0,,,,,,1,,1.0,17.0,3.0,1,,1.0,0.0,2.0,1,,1.0,4.0,2.0,1,,1.0,17.0,4.0,1,,1.0,0.0,3.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,2.0,1.0,,1.0,0.0,3.0,1.0,,1.0,0.0,2.0,1.0,,1.0,4.0,3.0,1.0,,1.0,11.0,3.0,,,,,,,,,,,,,,,
2019-07-22 09:36:16,2019-07-22 10:03:14,2019-07-22,4,22584,224,224,1,,6,4,5,8,1,1,0,1,3,3,1,3,2.0,4.0,2,3,,,,,,,,,,,,,,,,,uuid:171409ff-709c-4a77-a194-1672b9d61f8a/G4-R2[1],,,3.0,2.0,,3.0,,2.0,2.0,1.0,,1.0,23.0,3.0,3.0,,,,,,,,0,1.0,,,,0,1.0,,,,1,,1.0,9.0,4.0,1,,1.0,4.0,2.0,0,1.0,,,,1.0,,1.0,4.0,2.0,0.0,1.0,,,,1.0,,1.0,11.0,3.0,1.0,,1.0,14.0,2.0,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-09-16 06:46:01,2019-09-16 07:33:01,2019-09-16,4,22510,225,225,1,,6,8,4,8,0,1,3,1,0,3,0,0,4.0,4.0,0,4,,,,,,,,,,,,,,,,,uuid:bfab4fc8-a717-470d-8c4e-0ef01bad14b7/R2[1],2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,,1.0,0.0,3.0,2.0,3.0,2.0,,,,,,1,,1.0,1.0,3.0,1,,1.0,9.0,3.0,1,,0.0,1.0,3.0,0,0.0,,0.0,2.0,1,,0.0,25.0,3.0,1.0,,1.0,9.0,4.0,0.0,0.0,,4.0,3.0,0.0,0.0,,0.0,3.0,0.0,0.0,,4.0,2.0,1.0,,1.0,17.0,3.0,1.0,,1.0,18.0,2.0,,,,,,,,,,,,,,,
2019-09-16 06:46:01,2019-09-16 07:33:01,2019-09-16,4,22510,226,226,1,,6,8,4,8,0,1,3,1,0,3,0,0,4.0,4.0,0,4,,,,,,,,,,,,,,,,,uuid:bfab4fc8-a717-470d-8c4e-0ef01bad14b7/R2[2],2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,,0.0,0.0,2.0,1.0,3.0,2.0,,,,,,1,,0.0,4.0,2.0,1,,1.0,0.0,2.0,0,0.0,,17.0,4.0,1,,1.0,0.0,2.0,1,,0.0,1.0,3.0,1.0,,1.0,18.0,3.0,1.0,,0.0,4.0,3.0,1.0,,1.0,0.0,,1.0,,1.0,9.0,3.0,1.0,,1.0,9.0,4.0,1.0,,1.0,8.0,2.0,,,,,,,,,,,,,,,
2019-09-30 08:56:56,2019-09-30 09:25:54,2019-09-30,4,22952,227,227,1,,1,9,3,9,0,0,2,0,3,3,0,0,4.0,3.0,2,4,,,,,,,,,,,,,,,,,uuid:a4fa89b7-286d-4f3c-b1ae-d74ff0f63467/R2[1],1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,0.0,8.0,0.0,1.0,1.0,3.0,,,,,,1,,0.0,4.0,2.0,1,,0.0,4.0,2.0,1,,0.0,4.0,0.0,1,,0.0,25.0,0.0,1,,0.0,4.0,0.0,1.0,,0.0,25.0,2.0,1.0,,1.0,8.0,2.0,1.0,,1.0,0.0,3.0,1.0,,0.0,9.0,4.0,1.0,,1.0,0.0,3.0,1.0,,1.0,18.0,3.0,,,,,,,,,,,,,,,
2019-09-30 08:56:56,2019-09-30 09:25:54,2019-09-30,4,22952,228,228,1,,1,9,3,9,0,0,2,0,3,3,0,0,4.0,3.0,2,4,,,,,,,,,,,,,,,,,uuid:a4fa89b7-286d-4f3c-b1ae-d74ff0f63467/R2[2],,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,17.0,4.0,2.0,1.0,1.0,,,,,,0,1.0,,,,1,,0.0,0.0,0.0,1,,0.0,15.0,2.0,1,,0.0,21.0,2.0,0,0.0,,4.0,2.0,1.0,,0.0,17.0,3.0,1.0,,0.0,23.0,0.0,1.0,,0.0,14.0,3.0,1.0,,0.0,0.0,0.0,1.0,,0.0,8.0,0.0,1.0,,1.0,8.0,0.0,,,,,,,,,,,,,,,
2019-10-07 06:38:14,2019-10-07 06:58:48,2019-10-07,4,2291,229,229,2,,7,3,0,9,0,0,0,0,3,3,3,1,4.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:83160d61-259f-488b-b063-973c0e5cf8ca/R2[1],1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,15.0,3.0,1.0,,1.0,,,,,,1,,1.0,21.0,2.0,1,,1.0,17.0,3.0,1,,1.0,1.0,4.0,1,,0.0,0.0,2.0,1,,0.0,,3.0,1.0,,1.0,27.0,4.0,1.0,,1.0,0.0,2.0,1.0,,0.0,14.0,3.0,1.0,,1.0,17.0,3.0,0.0,1.0,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2019-08-26 07:28:45,2019-08-26 08:44:56,2019-08-26,4,22950,230,230,2,,8,5,6,9,1,0,2,0,3,2,0,0,1.0,2.0,-2,4,,,,,,,,,,,,,,,,,uuid:49958a8e-b8e8-4c38-9a54-66f37bf9d251/R2[1],2.0,3.0,2.0,1.0,,2.0,,2.0,1.0,1.0,,1.0,0.0,3.0,2.0,2.0,2.0,,,,,,0,0.0,,0.0,2.0,1,,1.0,9.0,3.0,0,0.0,,0.0,2.0,0,0.0,,14.0,3.0,0,1.0,,,,1.0,,1.0,4.0,0.0,0.0,1.0,,,,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,3.0,1.0,,1.0,4.0,2.0,1.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,
2019-08-26 07:28:45,2019-08-26 08:44:56,2019-08-26,4,22950,231,231,2,,8,5,6,9,1,0,2,0,3,2,0,0,1.0,2.0,-2,4,,,,,,,,,,,,,,,,,uuid:49958a8e-b8e8-4c38-9a54-66f37bf9d251/R2[2],,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,,1.0,25.0,2.0,2.0,1.0,,,,,,,0,1.0,,,,0,0.0,,11.0,3.0,0,0.0,,0.0,3.0,0,0.0,,0.0,3.0,1,,1.0,12.0,3.0,1.0,,1.0,0.0,2.0,1.0,,1.0,17.0,3.0,1.0,,1.0,4.0,2.0,0.0,0.0,,14.0,3.0,1.0,,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
2019-08-26 07:28:45,2019-08-26 08:44:56,2019-08-26,4,22950,232,232,2,,8,5,6,9,1,0,2,0,3,2,0,0,1.0,2.0,-2,4,,,,,,,,,,,,,,,,,uuid:49958a8e-b8e8-4c38-9a54-66f37bf9d251/R2[3],2.0,,1.0,1.0,,3.0,3.0,3.0,2.0,1.0,,1.0,9.0,4.0,3.0,2.0,2.0,,,,,,1,,1.0,0.0,3.0,0,1.0,,,,1,,1.0,0.0,2.0,1,,1.0,8.0,2.0,0,1.0,,,,1.0,,1.0,2.0,4.0,1.0,,1.0,9.0,3.0,1.0,,1.0,17.0,4.0,1.0,,1.0,14.0,3.0,1.0,,1.0,17.0,3.0,1.0,,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,
2019-08-26 06:50:19,2019-08-26 07:21:15,2019-08-26,4,23374,233,233,2,,8,4,8,9,0,1,1,0,3,3,0,1,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:f2e15ab9-a7d6-4954-977d-69165af39759/R2[1],1.0,3.0,2.0,,1.0,3.0,2.0,4.0,,0.0,0.0,,4.0,3.0,2.0,4.0,,,,,,,1,,1.0,0.0,2.0,1,,1.0,25.0,3.0,0,0.0,,11.0,3.0,0,1.0,,,,1,,1.0,8.0,2.0,1.0,,1.0,3.0,3.0,1.0,,1.0,6.0,3.0,0.0,0.0,,9.0,4.0,0.0,1.0,,,,0.0,0.0,,9.0,3.0,,,,,,,,,,,,,,,,,,,,
2019-10-21 05:34:38,2019-10-21 05:57:52,2019-10-21,4,23449,234,234,1,,4,3,4,8,1,1,2,1,2,2,1,1,3.0,2.0,-2,3,,,,,,,,,,,,,,,,,uuid:a349781d-6808-4599-b428-339fec524d19/R2[1],,,,,,,,,3.0,1.0,,1.0,22.0,2.0,3.0,,3.0,,,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,0.0,,,0.0,1.0,,,,1.0,,0.0,17.0,3.0,,,,,,,,,,,,,,,
2019-07-08 09:01:48,2019-07-08 09:48:47,2019-07-08,4,23584,235,235,1,,8,3,5,7,2,3,2,3,2,2,0,0,,3.0,-2,0,,,,,,,,,,,,,,,,,uuid:d903de67-e3b6-4124-bc3d-3013691ca896/G9-R2[1],3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,0.0,0.0,2.0,1.0,3.0,1.0,,,,,,1,,1.0,1.0,3.0,1,,1.0,0.0,2.0,1,,1.0,0.0,0.0,1,,1.0,17.0,3.0,1,,1.0,15.0,,1.0,,1.0,9.0,4.0,1.0,,1.0,0.0,2.0,1.0,,1.0,17.0,3.0,1.0,,1.0,0.0,0.0,1.0,,1.0,17.0,3.0,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,
2019-09-02 07:02:27,2019-09-02 07:28:24,2019-09-02,4,23695,236,236,1,,3,8,3,6,2,2,1,1,3,3,1,1,4.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:d123b8cc-1051-4837-bf1a-ef3c6753de50/R2[1],,,,,,,2.0,1.0,,1.0,,1.0,28.0,2.0,1.0,,1.0,,,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0.0,1.0,,,,1.0,,1.0,4.0,2.0,1.0,,0.0,5.0,2.0,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,0.0,2.0,,,,,,,,,,,,,,,
2019-07-29 08:27:14,2019-07-29 08:56:17,2019-07-29,4,23845,237,237,1,,7,6,7,8,3,3,2,2,3,3,1,1,4.0,,-2,0,,,,,,,,,,,,,,,,,uuid:d4959ce3-d175-486c-95d3-f059759a142d/G4-R2[1],,,,,,,,,,0.0,1.0,,,,,,,,,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05 08:59:08,2019-08-05 09:35:54,2019-08-05,4,23844,238,238,1,,5,6,7,9,1,1,1,1,2,2,1,1,3.0,2.0,-2,3,,,,,,,,,,,,,,,,,uuid:bc3bb716-469a-499d-ae00-26477d52dc89/G4-R2[1],2.0,,3.0,,3.0,4.0,4.0,3.0,3.0,1.0,,0.0,9.0,3.0,3.0,2.0,2.0,,,,,,1,,0.0,4.0,2.0,0,1.0,,,,1,,0.0,0.0,2.0,0,1.0,,,,1,,1.0,23.0,3.0,1.0,,1.0,0.0,2.0,1.0,,1.0,1.0,3.0,1.0,,0.0,17.0,3.0,1.0,,1.0,0.0,2.0,1.0,,1.0,4.0,2.0,1.0,,1.0,19.0,2.0,,,,,,,,,,,,,,,
2019-07-29 08:27:14,2019-07-29 08:56:17,2019-07-29,4,23845,239,239,1,,7,6,7,8,3,3,2,2,3,3,1,1,4.0,,-2,0,,,,,,,,,,,,,,,,,uuid:d4959ce3-d175-486c-95d3-f059759a142d/G4-R2[2],,,,,,,,3.0,3.0,0.0,1.0,,,,,,,,,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,17.0,2.0,1.0,,1.0,0.0,,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-08-05 08:59:08,2019-08-05 09:35:54,2019-08-05,4,23844,240,240,1,,5,6,7,9,1,1,1,1,2,2,1,1,3.0,2.0,-2,3,,,,,,,,,,,,,,,,,uuid:bc3bb716-469a-499d-ae00-26477d52dc89/G4-R2[2],2.0,1.0,,2.0,2.0,,,3.0,3.0,1.0,,1.0,4.0,0.0,2.0,,,,,,,,1,,1.0,4.0,,1,,0.0,4.0,,0,1.0,,,,1,,1.0,4.0,3.0,1,,0.0,0.0,,1.0,,0.0,,,0.0,1.0,,,,1.0,,0.0,4.0,3.0,1.0,,1.0,17.0,3.0,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-09-09 09:20:55,2019-09-09 10:02:43,2019-09-09,4,24187,241,241,2,,6,4,5,8,0,0,2,0,3,2,0,0,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:14cd33e6-8887-4f40-a6e6-0fa688928055/R2[3],3.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,,1.0,6.0,,2.0,3.0,2.0,,,,,,1,,1.0,0.0,,1,,1.0,7.0,3.0,1,,1.0,17.0,3.0,1,,1.0,6.0,,1,,1.0,4.0,3.0,1.0,,1.0,17.0,3.0,1.0,,1.0,9.0,4.0,1.0,,0.0,0.0,,1.0,,1.0,0.0,,1.0,,0.0,7.0,,1.0,,0.0,4.0,,,,,,,,,,,,,,,,
2019-09-09 06:51:59,2019-09-09 07:27:09,2019-09-09,4,24450,242,242,1,,6,8,2,9,0,0,1,0,3,2,1,1,2.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:ae8e4140-c342-4db3-962d-d6a96c9feaaa/R2[1],,3.0,2.0,,1.0,,2.0,,1.0,0.0,1.0,,,,,,,,,,,,0,1.0,,,,1,,1.0,12.0,3.0,1,,1.0,5.0,3.0,0,1.0,,,,1,,1.0,0.0,,0.0,1.0,,,,1.0,,1.0,17.0,3.0,0.0,1.0,,,,1.0,,1.0,0.0,2.0,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-09-09 06:51:59,2019-09-09 07:27:09,2019-09-09,4,24450,243,243,1,,6,8,2,9,0,0,1,0,3,2,1,1,2.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:ae8e4140-c342-4db3-962d-d6a96c9feaaa/R2[2],,1.0,2.0,,2.0,,1.0,1.0,1.0,0.0,1.0,,,,,,2.0,,,,,,0,1.0,,,,1,,1.0,12.0,3.0,1,,1.0,4.0,3.0,0,1.0,,,,1,,1.0,4.0,3.0,0.0,1.0,,,,1.0,,1.0,4.0,2.0,1.0,,1.0,0.0,0.0,1.0,,1.0,,3.0,0.0,1.0,,,,1.0,,0.0,9.0,3.0,,,,,,,,,,,,,,,
2019-09-09 06:51:59,2019-09-09 07:27:09,2019-09-09,4,24450,244,244,1,,6,8,2,9,0,0,1,0,3,2,1,1,2.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:ae8e4140-c342-4db3-962d-d6a96c9feaaa/R2[3],1.0,2.0,1.0,1.0,1.0,2.0,,,,0.0,0.0,,0.0,,1.0,,,,,,,,1,,1.0,0.0,2.0,1,,1.0,25.0,3.0,1,,1.0,0.0,3.0,1,,1.0,0.0,3.0,1,,1.0,21.0,,1.0,,1.0,15.0,3.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-09-16 06:49:05,2019-09-16 07:18:53,2019-09-16,4,24644,245,245,2,,2,8,4,8,3,1,0,0,3,3,0,0,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:d319af10-be40-445b-bf46-cde87383eb5e/R2[1],2.0,1.0,1.0,3.0,,2.0,,,3.0,1.0,,0.0,,2.0,2.0,2.0,4.0,,,,,,1,,0.0,0.0,,1,,0.0,0.0,2.0,1,,0.0,4.0,2.0,1,,0.0,4.0,3.0,0,1.0,,,,1.0,,0.0,,2.0,0.0,1.0,,,,0.0,1.0,,,,1.0,,0.0,4.0,3.0,1.0,,0.0,,2.0,1.0,,0.0,17.0,3.0,,,,,,,,,,,,,,,
2019-09-16 06:49:05,2019-09-16 07:18:53,2019-09-16,4,24644,246,246,2,,2,8,4,8,3,1,0,0,3,3,0,0,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:d319af10-be40-445b-bf46-cde87383eb5e/R2[2],4.0,3.0,1.0,2.0,,2.0,2.0,,,0.0,1.0,,,,,3.0,1.0,,,,,,1,,1.0,17.0,3.0,1,,0.0,0.0,2.0,1,,0.0,0.0,0.0,1,,1.0,0.0,2.0,0,1.0,,,,1.0,,0.0,0.0,2.0,1.0,,0.0,4.0,2.0,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,5.0,3.0,1.0,,1.0,0.0,2.0,,,,,,,,,,,,,,,
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,300,300,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[1],3.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0,1.0,,1.0,6.0,3.0,3.0,,3.0,,,,,,1,,1.0,17.0,3.0,1,,1.0,8.0,,1,,1.0,25.0,,1,,1.0,8.0,2.0,0,1.0,,,,1.0,,1.0,23.0,,1.0,,1.0,15.0,3.0,1.0,,1.0,8.0,3.0,1.0,,1.0,0.0,2.0,0.0,1.0,,,,1.0,,1.0,8.0,3.0,,,,,,,,,,,,,,,
2019-08-19 07:41:03,2019-08-19 08:01:19,2019-08-19,4,30489,301,301,1,,5,5,5,8,1,1,2,0,1,2,1,0,4.0,2.0,2,3,,,,,,,,,,,,,,,,,uuid:ffa740e4-e39d-4ef7-9009-69a2f0ca475c/R2[1],,,,2.0,3.0,,,,,0.0,1.0,,,,,2.0,2.0,,,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,1,,1.0,11.0,3.0,1,,1.0,2.0,4.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,7.0,3.0,1.0,,1.0,18.0,3.0,,,,,,,,,,,,,,,
